The report is generated by the program automatically!
At the end of each record line, the classification result is given.
If the record is classified successfully, it will be remarked as Correct.Otherwise, it will be remarked as Error.
Besides, any record with the '?' symbol is not classified.So it will be remarked as Unclassified.
Classification conclusion:
The test dataset size is 16281.Among all the records, there are 12338 records are classified successfully, 2722 records are misclassfied, 1221 records are unclassfied.
The classification accuracy is 81.93 %.
Classification details:
1 : 25, Private, 226802, 11th, 7, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
12710 : 31, Private, 302679, 12th, 8, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, <=50K. Error
12711 : 24, Private, 421474, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12712 : 46, Private, 98524, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, Canada, >50K. Error
12713 : 27, Private, 282313, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K. Correct
12714 : 56, Private, 157786, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 55, United-States, >50K. Correct
12715 : 40, Private, 83508, Bachelors, 13, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 20, United-States, <=50K. Error
12716 : 67, State-gov, 167687, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3456, 0, 35, United-States, <=50K. Error
12717 : 45, Self-emp-not-inc, 187272, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 45, South, <=50K. Error
12718 : 36, Federal-gov, 187089, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12719 : 47, Private, 167625, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, >50K. Error
12720 : 61, Private, 190955, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 40, United-States, >50K. Correct
12721 : 50, Private, 185846, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 3103, 0, 40, United-States, >50K. Correct
12722 : 43, Private, 55764, Some-college, 10, Never-married, Handlers-cleaners, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K. Correct
12723 : 69, Private, 164110, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 10605, 0, 50, United-States, >50K. Correct
12724 : 32, Private, 117444, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K. Correct
12725 : 38, Self-emp-not-inc, 164593, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 30, ?, <=50K. Unclassified
12726 : 45, Private, 22610, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
12727 : 32, Private, 303942, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K. Correct
12728 : 51, Federal-gov, 378126, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 1980, 40, United-States, <=50K. Correct
12729 : 38, Self-emp-inc, 231491, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
12730 : 36, Private, 69481, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K. Correct
12731 : 42, Private, 199018, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
12732 : 24, Private, 255252, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
12733 : 50, Private, 193871, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 38, United-States, <=50K. Error
12734 : 36, Private, 23892, Assoc-acdm, 12, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, >50K. Error
12735 : 31, Private, 201156, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 55, United-States, >50K. Error
12736 : 33, Private, 171468, Some-college, 10, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 40, United-States, <=50K. Correct
12737 : 37, Private, 255454, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 7298, 0, 35, Haiti, >50K. Error
12738 : 26, Private, 207258, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
12739 : 43, Self-emp-not-inc, 134440, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 99, United-States, <=50K. Error
12740 : 46, Private, 107737, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12741 : 22, Private, 193190, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, <=50K. Correct
12742 : 45, Private, 114774, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 2258, 55, United-States, <=50K. Error
12743 : 17, Private, 507492, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 15, Guatemala, <=50K. Correct
12744 : 23, Private, 209955, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 25, Canada, <=50K. Correct
12745 : 36, Private, 298635, Bachelors, 13, Married-civ-spouse, Other-service, Husband, Other, Male, 0, 0, 40, Iran, >50K. Error
12746 : 47, Private, 175600, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12747 : 29, Private, 294592, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K. Correct
12748 : 39, Private, 40955, Prof-school, 15, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, >50K. Correct
12749 : 33, Private, 268996, Assoc-voc, 11, Divorced, Sales, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K. Correct
12750 : 30, Private, 175323, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 52, United-States, <=50K. Error
12751 : 22, Private, 125010, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K. Correct
12752 : 18, ?, 201871, 12th, 8, Never-married, ?, Own-child, White, Male, 0, 0, 7, United-States, <=50K. Unclassified
12753 : 28, Private, 203171, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
12754 : 40, Private, 53774, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 4064, 0, 12, United-States, <=50K. Correct
12755 : 29, Private, 247867, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
12756 : 28, Private, 126135, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12757 : 23, Private, 82067, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 30, United-States, <=50K. Correct
12758 : 45, Private, 224559, 10th, 6, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K. Correct
12759 : 48, Local-gov, 127675, Masters, 14, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 44, United-States, <=50K. Correct
12760 : 47, Private, 101825, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K. Error
12761 : 48, Self-emp-not-inc, 259412, Prof-school, 15, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, United-States, <=50K. Error
12762 : 25, Private, 166977, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1887, 40, United-States, >50K. Correct
12763 : 63, Private, 546118, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, >50K. Correct
12764 : 42, Private, 110318, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12765 : 33, Private, 175856, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
12766 : 30, Private, 156763, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
12767 : 45, Self-emp-inc, 213897, Masters, 14, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 1902, 40, Hong, >50K. Correct
12768 : 24, Private, 44493, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 40, United-States, <=50K. Correct
12769 : 34, Private, 201156, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K. Correct
12770 : 27, Private, 375703, Bachelors, 13, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K. Correct
12771 : 31, Private, 293594, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 3770, 37, Puerto-Rico, <=50K. Correct
12772 : 44, Local-gov, 183850, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 56, United-States, <=50K. Error
12773 : 27, Private, 84433, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K. Correct
12774 : 62, ?, 296485, Assoc-voc, 11, Separated, ?, Not-in-family, White, Male, 0, 0, 10, United-States, <=50K. Unclassified
12775 : 28, Private, 214026, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 35, United-States, <=50K. Correct
12776 : 40, Local-gov, 104235, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2051, 30, United-States, <=50K. Error
12777 : 42, Private, 212894, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States, >50K. Correct
12778 : 24, Private, 446647, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 15, United-States, <=50K. Correct
12779 : 56, Private, 530099, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
12780 : 27, Private, 42850, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, ?, <=50K. Unclassified
12781 : 43, Private, 120277, Some-college, 10, Divorced, Sales, Unmarried, White, Male, 0, 0, 55, United-States, <=50K. Correct
12782 : 56, Private, 146554, HS-grad, 9, Separated, Adm-clerical, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K. Correct
12783 : 20, Private, 44793, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K. Correct
12784 : 52, Private, 182907, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, <=50K. Error
12785 : 50, Private, 341797, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Canada, >50K. Correct
12786 : 29, Private, 226441, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12787 : 23, Private, 48988, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K. Correct
12788 : 32, Private, 252646, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
12789 : 27, ?, 214695, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 30, United-States, <=50K. Unclassified
12790 : 23, Private, 189194, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
12791 : 28, Private, 68021, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12792 : 32, Private, 117369, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K. Correct
12793 : 19, Private, 340094, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K. Correct
12794 : 34, Local-gov, 161113, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12795 : 23, State-gov, 279243, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 38, United-States, <=50K. Correct
12796 : 49, Private, 110669, 10th, 6, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K. Correct
12797 : 17, Private, 121470, 12th, 8, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 10, ?, <=50K. Unclassified
12798 : 39, Private, 453686, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K. Error
12799 : 32, Private, 281219, Assoc-voc, 11, Divorced, Sales, Unmarried, White, Female, 0, 1380, 40, United-States, <=50K. Correct
12800 : 30, Private, 235738, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
12801 : 25, Private, 272167, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K. Correct
12802 : 76, ?, 84737, Bachelors, 13, Widowed, ?, Other-relative, Asian-Pac-Islander, Male, 0, 0, 32, China, <=50K. Unclassified
12803 : 62, Private, 176965, 7th-8th, 4, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
12804 : 61, Private, 101701, Bachelors, 13, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 20, United-States, <=50K. Correct
12805 : 33, Private, 22405, HS-grad, 9, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 72, United-States, <=50K. Correct
12806 : 50, Private, 98815, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 46, United-States, >50K. Correct
12807 : 43, Private, 195897, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K. Error
12808 : 27, Private, 96718, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 39, United-States, <=50K. Correct
12809 : 67, Private, 126361, 11th, 7, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 9, United-States, >50K. Error
12810 : 27, State-gov, 56365, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 20, China, <=50K. Error
12811 : 33, Federal-gov, 344073, Bachelors, 13, Never-married, Protective-serv, Not-in-family, White, Male, 0, 1408, 50, United-States, <=50K. Error
12812 : 35, Private, 306388, HS-grad, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 30, United-States, <=50K. Correct
12813 : 20, Private, 143604, Some-college, 10, Never-married, Sales, Unmarried, White, Female, 0, 0, 2, United-States, <=50K. Correct
12814 : 26, Private, 174592, Bachelors, 13, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K. Correct
12815 : 45, Self-emp-not-inc, 48553, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K. Error
12816 : 23, Private, 358355, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, 0, 0, 40, Mexico, <=50K. Correct
12817 : 48, Private, 443377, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K. Correct
12818 : 28, Local-gov, 229656, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1485, 40, United-States, >50K. Correct
12819 : 40, Private, 115516, Masters, 14, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K. Error
12820 : 62, Private, 189665, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K. Correct
12821 : 52, Self-emp-not-inc, 105010, Some-college, 10, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 30, United-States, <=50K. Correct
12822 : 50, Private, 320510, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K. Correct
12823 : 43, Private, 175943, HS-grad, 9, Married-civ-spouse, Sales, Other-relative, White, Female, 0, 0, 20, United-States, <=50K. Correct
12824 : 44, Private, 89172, Masters, 14, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
12825 : 25, Private, 281627, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 1564, 30, United-States, >50K. Error
12826 : 23, State-gov, 1117718, Some-college, 10, Never-married, Protective-serv, Not-in-family, Black, Male, 0, 0, 30, United-States, <=50K. Correct
12827 : 39, Private, 108293, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
12828 : 26, Private, 152035, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12829 : 40, Private, 38389, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12830 : 23, Private, 213902, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K. Correct
12831 : 22, Local-gov, 192812, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 35, United-States, <=50K. Correct
12832 : 35, Private, 301911, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 50, Japan, >50K. Correct
12833 : 52, Private, 89041, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 40, United-States, >50K. Correct
12834 : 37, Private, 96483, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Female, 5178, 0, 38, United-States, >50K. Error
12835 : 25, Private, 209970, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K. Correct
12836 : 27, Private, 110622, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K. Correct
12837 : 51, State-gov, 250807, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
12838 : 18, State-gov, 391257, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 16, United-States, <=50K. Correct
12839 : 26, Private, 135521, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 50, United-States, <=50K. Correct
12840 : 21, ?, 108670, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Unclassified
12841 : 42, Private, 179533, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K. Error
12842 : 64, Private, 250117, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 1902, 50, United-States, >50K. Correct
12843 : 34, State-gov, 101562, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
12844 : 70, Self-emp-inc, 223275, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12845 : 27, Private, 126060, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K. Correct
12846 : 52, State-gov, 168035, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States, <=50K. Error
12847 : 25, Private, 175382, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K. Correct
12848 : 33, Private, 170540, HS-grad, 9, Separated, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12849 : 18, Private, 243240, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 15, United-States, <=50K. Correct
12850 : 51, Self-emp-not-inc, 381769, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K. Error
12851 : 35, Private, 104545, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 20, United-States, <=50K. Correct
12852 : 61, Private, 74040, Bachelors, 13, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 30, South, <=50K. Correct
12853 : 41, Federal-gov, 275366, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12854 : 40, Self-emp-not-inc, 194360, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 72, United-States, >50K. Correct
12855 : 24, State-gov, 334693, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K. Correct
12856 : 29, Private, 146764, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K. Correct
12857 : 24, ?, 184975, HS-grad, 9, Never-married, ?, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K. Unclassified
12858 : 18, Private, 336508, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States, <=50K. Correct
12859 : 60, Private, 427248, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12860 : 35, ?, 186489, 11th, 7, Married-civ-spouse, ?, Husband, White, Male, 0, 2603, 40, United-States, <=50K. Unclassified
12861 : 28, Private, 258364, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
12862 : 26, Local-gov, 214215, 11th, 7, Married-civ-spouse, Other-service, Other-relative, White, Male, 0, 0, 50, United-States, <=50K. Correct
12863 : 41, Self-emp-not-inc, 49448, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 99999, 0, 40, United-States, >50K. Correct
12864 : 52, Private, 261198, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
12865 : 45, Self-emp-inc, 270535, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K. Correct
12866 : 26, Self-emp-not-inc, 218993, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 30, United-States, <=50K. Correct
12867 : 48, Private, 155489, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K. Error
12868 : 18, ?, 151866, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K. Unclassified
12869 : 47, Private, 98828, HS-grad, 9, Widowed, Prof-specialty, Unmarried, Other, Female, 0, 0, 35, Puerto-Rico, <=50K. Correct
12870 : 22, Private, 233495, 9th, 5, Divorced, Priv-house-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
12871 : 35, Private, 182203, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K. Correct
12872 : 38, Private, 33394, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 75, United-States, >50K. Correct
12873 : 19, ?, 171583, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K. Unclassified
12874 : 34, Local-gov, 80411, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12875 : 39, Private, 161295, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, >50K. Error
12876 : 49, ?, 178341, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 7688, 0, 50, United-States, >50K. Unclassified
12877 : 38, Private, 311523, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, 0, 0, 40, Iran, <=50K. Correct
12878 : 25, Private, 315130, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K. Correct
12879 : 23, Private, 67311, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, Canada, <=50K. Correct
12880 : 48, Private, 44907, Bachelors, 13, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K. Correct
12881 : 62, Private, 104849, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, >50K. Correct
12882 : 27, Private, 225768, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K. Correct
12883 : 24, Private, 186666, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K. Error
12884 : 23, ?, 69510, Bachelors, 13, Never-married, ?, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K. Unclassified
12885 : 59, Private, 171242, Bachelors, 13, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K. Correct
12886 : 55, Private, 197420, HS-grad, 9, Never-married, Priv-house-serv, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K. Correct
12887 : 48, Private, 224087, 10th, 6, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K. Correct
12888 : 61, Self-emp-not-inc, 140141, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12889 : 43, Self-emp-not-inc, 175943, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 14, United-States, <=50K. Correct
12890 : 46, Local-gov, 318259, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
12891 : 34, Private, 190027, HS-grad, 9, Separated, Tech-support, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K. Correct
12892 : 32, Private, 233838, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 50, United-States, <=50K. Correct
12893 : 51, ?, 117847, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 99, United-States, <=50K. Unclassified
12894 : 26, Private, 49092, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, <=50K. Correct
12895 : 39, Private, 171524, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, Columbia, <=50K. Correct
12896 : 50, Private, 237868, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1887, 55, United-States, >50K. Correct
12897 : 51, Self-emp-not-inc, 34067, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12898 : 43, Self-emp-inc, 25005, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
12899 : 30, Private, 177437, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
12900 : 44, Local-gov, 185267, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States, >50K. Correct
12901 : 40, Private, 104397, HS-grad, 9, Married-civ-spouse, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K. Correct
12902 : 41, Private, 33331, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 40, United-States, >50K. Correct
12903 : 48, Private, 29128, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K. Correct
